IdPersona;Genero;Edad;SectorPoblacional;estado_civil;DepartamentoPersona;MunicipioPersona;cx_persona;cy_persona;EstratoPersona
O24204;M;26;Medio;SIN INFORMACION;;;;;
M24205;M;44;Medio;SIN INFORMACION;;;;;
A24206;M;23;Joven;SIN INFORMACION;;;;;
Z24207;M;30;Básico;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.18710779;4.64090724;2
J24208;M;54;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.1864074;4.6436018;0
K24209;F;23;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.12426236;4.62003474;3
U24210;M;45;Básico;UNION LIBRE;DISTRITO CAPITAL;BOGOTA D.C.;-74.08183637;4.59068562;2
M24211;F;62;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.08721441;4.59975348;0
B24212;M;33;Joven;SIN INFORMACION;;;;;
A24213;F;65;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.04885193;4.7687633;4
Y24214;M;34;Básico;SOLTERO;;;;;
C24215;M;54;Básico;SIN INFORMACION;;;;;
P24216;M;34;Joven;SIN INFORMACION;;;;;
H24217;M;31;Básico;SIN INFORMACION;;;;;
Z24218;M;34;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.07393262;4.59051799;2
R24219;F;50;Básico;UNION LIBRE;DISTRITO CAPITAL;BOGOTA D.C.;-74.09278329;4.61990286;
L24220;M;50;Básico;SIN INFORMACION;;;;;
M24221;M;32;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.06521384;4.74152791;4
X24222;F;26;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.03027015;4.76748619;2
P24223;F;39;Básico;UNION LIBRE;CUNDINAMARCA;ANOLAIMA;-74.46677844;4.76289019;
H24224;F;33;Básico;SOLTERO;CUNDINAMARCA;ZIPAQUIRA;-74.00466887;5.03695833;1
W24225;M;44;Medio;SIN INFORMACION;CUNDINAMARCA;VILLA DE SAN DIEGO DE UBATE;-73.81441023;5.3117589;3
R24226;M;58;Básico;SIN INFORMACION;;;;;
F24227;F;40;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.07299827;4.59013434;2
I24228;F;34;Joven;SIN INFORMACION;;;;;
D24229;M;40;Medio;SIN INFORMACION;;;;;
O24230;F;23;Básico;SIN INFORMACION;;;;;
M24231;F;31;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.08588539;4.69966038;4
A24232;M;26;Joven;SIN INFORMACION;;;;;
Z24233;M;61;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.09106663;4.67265695;
J24234;M;50;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.07745544;4.73956544;2
K24235;F;24;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.13743709;4.62235786;3
U24236;M;40;Medio;SIN INFORMACION;;;;;
M24237;M;30;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.09007533;4.52283867;1
B24238;F;31;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.09734099;4.71109286;3
A24239;M;34;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.13976684;4.63900897;3
Y24240;F;49;Medio;SIN INFORMACION;;;;;
C24241;F;27;Medio;SOLTERO;CUNDINAMARCA;FUSAGASUGA;-74.35949471;4.3430248;2
P24242;M;20;Básico;SIN INFORMACION;;;;;
H24243;F;37;Básico;CASADO;CUNDINAMARCA;NEMOCON;-73.87799707;5.06672685;
Z24244;M;60;Medio;UNION LIBRE;DISTRITO CAPITAL;BOGOTA D.C.;-74.13531763;4.6653926;4
R24245;M;33;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.1303255;4.63902622;3
L24246;F;54;Medio;UNION LIBRE;DISTRITO CAPITAL;BOGOTA D.C.;-74.13872751;4.58870992;2
M24247;M;37;Joven;SIN INFORMACION;;;;;
X24248;M;46;Básico;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.15500989;4.57454722;2
P24249;F;63;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.10876362;4.57455005;
H24250;M;39;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.10840326;4.76325024;3
W24251;F;23;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.05754381;4.73163878;4
R24252;M;34;Básico;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.07457876;4.60538181;
F24253;M;50;Medio;SIN INFORMACION;;;;;
I24254;M;25;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.10420117;4.61570412;3
D24255;F;26;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.10313132;4.72167885;2
O24256;M;32;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.08657776;4.57523127;3
M24257;M;24;Básico;SIN INFORMACION;;;;;
A24258;M;28;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.02866748;4.73139055;3
Z24259;M;28;Joven;SIN INFORMACION;;;;;
J24260;M;41;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.04716227;4.70238258;6
K24261;M;56;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.11317228;4.69312152;3
U24262;M;27;Medio;SIN INFORMACION;;;;;
M24263;F;35;Básico;SOLTERO;CUNDINAMARCA;MADRID;-74.25119601;4.73211478;2
B24264;M;54;Medio;CASADO;;;;;
A24265;F;37;Básico;SIN INFORMACION;CUNDINAMARCA;SOACHA;-74.2189023;4.6140711;
Y24266;M;34;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.06495611;4.6173543;2
C24267;F;34;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.1066943;4.69734994;3
P24268;M;52;Medio;SIN INFORMACION;;;;;
H24269;F;40;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.09300456;4.7310438;2
Z24270;M;29;Básico;SIN INFORMACION;;;;;
R24271;F;34;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.17268941;4.64557023;2
L24272;M;27;Básico;UNION LIBRE;DISTRITO CAPITAL;BOGOTA D.C.;-74.15997733;4.5772346;1
M24273;F;22;Básico;SIN INFORMACION;CUNDINAMARCA;FACATATIVA;-74.3649452;4.81946783;3
X24274;M;25;Joven;SIN INFORMACION;CUNDINAMARCA;SOACHA;-74.19782939;4.5867567;1
P24275;F;22;Básico;SIN INFORMACION;;;;;
H24276;M;47;Básico;SIN INFORMACION;;;;;
W24277;F;48;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.04720194;4.72532075;5
R24278;F;50;Medio;SIN INFORMACION;;;;;
F24279;F;22;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.09722084;4.72332289;2
I24280;M;38;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.11843914;4.60132061;3
D24281;F;28;Básico;SIN INFORMACION;;;;;
O24282;F;31;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.073772;4.59110151;2
M24283;F;51;Básico;UNION LIBRE;DISTRITO CAPITAL;BOGOTA D.C.;-74.18788685;4.60408241;2
A24284;M;74;Alto;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.12559503;4.62094825;3
Z24285;M;36;Medio;SIN INFORMACION;CUNDINAMARCA;MOSQUERA;-74.22951819;4.72269729;2
J24286;M;26;Medio;SIN INFORMACION;;;;;
K24287;M;20;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.15881112;4.65436556;2
U24288;M;29;Básico;SIN INFORMACION;;;;;
M24289;M;20;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.15058433;4.55727026;1
B24290;F;69;Medio;SIN INFORMACION;;;;;
A24291;M;34;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.07874768;4.70032853;3
Y24292;M;56;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.09827934;4.57689954;3
C24293;F;24;Joven;SIN INFORMACION;;;;;
P24294;F;32;Básico;SOLTERO;;;;;
H24295;M;31;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.09674047;4.63580088;4
Z24296;F;20;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.09557461;4.6125446;3
R24297;M;35;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.17962935;4.62484025;
L24298;M;32;Joven;SIN INFORMACION;;;;;
M24299;F;47;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.15556421;4.63019996;3
X24300;M;45;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.11898172;4.67175339;4
P24301;F;22;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.09637958;4.74034052;0
H24302;M;33;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.10826441;4.74825349;2
W24303;M;31;Básico;SIN INFORMACION;;;;;
R24304;M;34;Medio;SOLTERO;CUNDINAMARCA;FACATATIVA;-74.36763903;4.82259351;2
F24305;F;43;Básico;SIN INFORMACION;;;;;
I24306;F;45;Medio;SEPARADO;DISTRITO CAPITAL;BOGOTA D.C.;-74.06309303;4.72781367;4
D24307;M;43;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.07259498;4.74080495;0
O24308;M;20;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.0850622;4.68558529;3
M24309;F;45;Medio;CASADO;DISTRITO CAPITAL;BOGOTA D.C.;-74.08305822;4.70576133;5
A24310;F;68;Básico;SIN INFORMACION;CUNDINAMARCA;FUSAGASUGA;-74.36430259;4.34627734;2
Z24311;F;24;Joven;SIN INFORMACION;;;;;
J24312;F;35;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.11059351;4.70637761;3
K24313;F;30;Básico;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.12614036;4.72134333;3
U24314;M;36;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.10327797;4.57570429;3
M24315;M;44;Básico;UNION LIBRE;;;;;
B24316;F;54;Medio;CASADO;CUNDINAMARCA;FACATATIVA;-74.35296147;4.80277741;2
A24317;M;30;Joven;SIN INFORMACION;;;;;
Y24318;M;25;Joven;SIN INFORMACION;;;;;
C24319;M;54;Básico;SOLTERO;;;;;
P24320;F;21;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.11157047;4.49727593;1
H24321;M;25;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.13081472;4.64281231;4
Z24322;M;24;Básico;SIN INFORMACION;;;;;
R24323;F;30;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.10970072;4.71278168;2
L24324;F;44;Básico;UNION LIBRE;CUNDINAMARCA;FACATATIVA;-74.34193034;4.79403476;1
M24325;M;29;Joven;SIN INFORMACION;;;;;
X24326;M;32;Joven;SIN INFORMACION;;;;;
P24327;F;39;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.09686661;4.56761897;3
H24328;F;57;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.18363799;4.60958115;2
W24329;M;39;Medio;CASADO;DISTRITO CAPITAL;BOGOTA D.C.;-74.12104607;4.63072782;3
R24330;M;43;Medio;UNION LIBRE;DISTRITO CAPITAL;BOGOTA D.C.;-74.18460519;4.62040862;2
F24331;F;36;Medio;SIN INFORMACION;;;;;
I24332;F;53;Básico;SIN INFORMACION;CUNDINAMARCA;MOSQUERA;-74.22683493;4.71529394;2
D24333;F;28;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.15449144;4.5781331;2
O24334;F;49;Básico;SIN INFORMACION;;;;;
M24335;F;47;Básico;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.21063671;4.63856301;2
A24336;F;27;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.04709895;4.75586733;3
Z24337;M;23;Básico;SIN INFORMACION;;;;;
J24338;M;33;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.09876315;4.75541498;2
K24339;M;27;Joven;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.15364523;4.62825555;3
U24340;M;54;Medio;CASADO;DISTRITO CAPITAL;BOGOTA D.C.;-74.0392553;4.72972988;4
M24341;F;32;Básico;SIN INFORMACION;;;;;
B24342;M;32;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.1672471;4.62750379;2
A24343;F;60;Básico;SIN INFORMACION;;;;;
Y24344;F;49;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.12684658;4.7561788;2
C24345;F;20;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.14598818;4.54129583;1
P24346;M;36;Básico;SIN INFORMACION;;;;;
H24347;F;41;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.09417357;4.56929598;3
Z24348;M;52;Básico;SIN INFORMACION;;;;;
R24349;M;32;Básico;SIN INFORMACION;CUNDINAMARCA;MOSQUERA;-74.17279766;4.69457129;2
L24350;M;39;Medio;SIN INFORMACION;;;;;
M24351;M;45;Medio;CASADO;CUNDINAMARCA;FUNZA;-74.20432718;4.71507518;2
X24352;M;49;Medio;CASADO;DISTRITO CAPITAL;BOGOTA D.C.;-74.16916805;4.63236196;2
P24353;M;26;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.18758823;4.60371488;2
H24354;M;31;Joven;SIN INFORMACION;;;;;
W24355;M;34;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.14885622;4.64714267;2
R24356;F;37;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.12945743;4.69973707;2
F24357;M;29;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.08898518;4.72719332;2
I24358;F;28;Básico;SIN INFORMACION;CUNDINAMARCA;SOACHA;-74.2032356;4.57958298;3
D24359;F;58;Básico;SIN INFORMACION;;;;;
O24360;M;54;Básico;SIN INFORMACION;;;;;
M24361;M;26;Básico;SIN INFORMACION;;;;;
A24362;F;22;Joven;SIN INFORMACION;;;;;
Z24363;F;36;Joven;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.12976552;4.67225171;4
J24364;F;49;Alto;CASADO;DISTRITO CAPITAL;BOGOTA D.C.;-74.03859464;4.70241359;6
K24365;M;44;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.11057245;4.58091342;3
U24366;F;37;Joven;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.10233329;4.57109657;3
M24367;F;43;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.11397551;4.70603885;3
B24368;M;23;Joven;SIN INFORMACION;;;;;
A24369;M;51;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.1585355;4.67988821;2
Y24370;F;54;Medio;SIN INFORMACION;;;;;
C24371;M;30;Joven;SIN INFORMACION;;;;;
P24372;M;32;Básico;SIN INFORMACION;;;;;
H24373;M;46;Medio;SIN INFORMACION;;;;;
Z24374;M;56;Básico;SIN INFORMACION;CUNDINAMARCA;FACATATIVA;-74.35181657;4.81234416;1
R24375;F;34;Medio;SOLTERO;CUNDINAMARCA;SOACHA;-74.24398387;4.57674609;2
L24376;F;30;Básico;SIN INFORMACION;;;;;
M24377;F;27;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.0283228;4.73859327;3
X24378;M;28;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.10384378;4.74113191;2
P24379;F;30;Medio;UNION LIBRE;CUNDINAMARCA;ZIPAQUIRA;-74.0056685;5.02740897;2
H24380;M;25;Básico;SIN INFORMACION;;;;;
W24381;M;69;Medio;SIN INFORMACION;;;;;
R24382;F;31;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.14911423;4.60181937;3
F24383;M;22;Joven;SIN INFORMACION;;;;;
I24384;M;47;Medio;CASADO;DISTRITO CAPITAL;BOGOTA D.C.;-74.18099387;4.62610937;2
D24385;M;39;Básico;SIN INFORMACION;CUNDINAMARCA;SOACHA;-74.2006638;4.59555427;1
O24386;M;51;Básico;SIN INFORMACION;CUNDINAMARCA;MOSQUERA;-74.23050763;4.71363284;2
M24387;F;29;Básico;SIN INFORMACION;CUNDINAMARCA;SOACHA;-74.23357027;4.57543519;1
A24388;M;27;Básico;SIN INFORMACION;;;;;
Z24389;M;39;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.11102811;4.74293181;2
J24390;M;30;Joven;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.1233564;4.70296858;2
K24391;F;29;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.13314972;4.63533619;3
U24392;M;45;Básico;SIN INFORMACION;;;;;
M24393;M;62;Medio;CASADO;;;;;
B24394;M;22;Joven;SIN INFORMACION;;;;;
A24395;M;27;Básico;SIN INFORMACION;;;;;
Y24396;F;37;Básico;SIN INFORMACION;;;;;
C24397;F;32;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.12148345;4.71879899;3
P24398;F;27;Básico;SIN INFORMACION;;;;;
H24399;F;43;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.02799915;4.72062491;4
Z24400;F;47;Medio;SOLTERO;CUNDINAMARCA;GIRARDOT;-74.8037878;4.31292834;2
R24401;M;36;Básico;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.09921028;4.73862272;0
L24402;M;25;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.15962031;4.62499115;3
M24403;M;47;Medio;SIN INFORMACION;;;;;
X24404;M;42;Medio;SIN INFORMACION;CUNDINAMARCA;SOACHA;-74.23157011;4.58881629;1
P24405;M;28;Joven;SIN INFORMACION;;;;;
H24406;M;63;Medio;CASADO;CUNDINAMARCA;TENJO;-74.14187757;4.86908682;
W24407;M;29;Básico;SIN INFORMACION;;;;;
R24408;F;29;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.12771898;4.62018702;2
F24409;M;32;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.04069373;4.74373414;3
I24410;F;35;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.06538255;4.75179553;4
D24411;M;35;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.04904998;4.73674916;4
O24412;F;32;Medio;SIN INFORMACION;;;;;
M24413;M;52;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.15063357;4.6919291;2
A24414;F;51;Medio;CASADO;;;;;
Z24415;M;53;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.05911828;4.70599749;5
J24416;F;39;Básico;SIN INFORMACION;CUNDINAMARCA;FUSAGASUGA;-74.35895682;4.34659581;2
K24417;F;53;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.11673237;4.7078119;3
U24418;M;39;Joven;CASADO;DISTRITO CAPITAL;BOGOTA D.C.;-74.06167436;4.70999625;5
M24419;F;28;Básico;UNION LIBRE;DISTRITO CAPITAL;BOGOTA D.C.;-74.17644479;4.6091602;3
B24420;M;39;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.11168857;4.57963183;3
A24421;M;36;Básico;UNION LIBRE;;;;;
Y24422;F;19;Joven;SIN INFORMACION;;;;;
C24423;M;28;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.09737676;4.67117613;3
P24424;M;28;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.12804602;4.64476628;4
H24425;M;54;Básico;CASADO;;;;;
Z24426;M;58;Medio;SOLTERO;CUNDINAMARCA;SOACHA;-74.20290549;4.58217914;3
R24427;F;36;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.14350286;4.64446666;3
L24428;F;53;Básico;SIN INFORMACION;;;;;
M24429;F;38;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.10259395;4.73916869;2
X24430;F;55;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.10583605;4.70994467;3
P24431;F;47;Medio;CASADO;CUNDINAMARCA;CHIA;-74.05334352;4.86221125;
H24432;M;57;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.0327324;4.73304389;4
W24433;M;23;Joven;SIN INFORMACION;CUNDINAMARCA;ZIPAQUIRA;-74.0033983;5.01821664;3
R24434;M;41;Básico;UNION LIBRE;;;;;
F24435;F;43;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.04070899;4.75319764;3
I24436;M;23;Básico;SIN INFORMACION;;;;;
D24437;M;53;Básico;SIN INFORMACION;;;;;
O24438;F;23;Básico;SIN INFORMACION;;;;;
M24439;M;23;Joven;SIN INFORMACION;;;;;
A24440;M;50;Medio;SOLTERO;;;;;
Z24441;M;51;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.02959473;4.72778213;4
J24442;M;29;Básico;SIN INFORMACION;;;;;
K24443;F;54;Básico;SIN INFORMACION;CUNDINAMARCA;FUSAGASUGA;-74.36428983;4.32875873;3
U24444;M;48;Básico;CASADO;DISTRITO CAPITAL;BOGOTA D.C.;-74.14252211;4.62598813;3
M24445;F;34;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.02499115;4.66826363;
B24446;M;36;Medio;UNION LIBRE;DISTRITO CAPITAL;BOGOTA D.C.;-74.14150885;4.71770902;2
A24447;F;42;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.11382037;4.51286246;0
Y24448;F;40;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.16868814;4.60749859;0
C24449;M;28;Básico;SIN INFORMACION;;;;;
P24450;F;63;Básico;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.10693609;4.51234626;1
H24451;F;38;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.12033093;4.73351207;3
Z24452;M;32;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.19006949;4.61541369;2
R24453;M;25;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.10284042;4.5651801;2
L24454;M;28;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.14292345;4.63354247;3
M24455;F;28;Básico;SIN INFORMACION;;;;;
X24456;F;21;Básico;SIN INFORMACION;;;;;
P24457;F;32;Medio;SOLTERO;;;;;
H24458;M;29;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.061662;4.63925964;4
W24459;M;43;Medio;SIN INFORMACION;;;;;
R24460;M;42;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.07409556;4.59428273;3
F24461;M;38;Básico;UNION LIBRE;DISTRITO CAPITAL;BOGOTA D.C.;-74.08228092;4.69851557;
I24462;F;25;Básico;SOLTERO;CUNDINAMARCA;SOACHA;-74.20594201;4.58039758;
D24463;M;44;Medio;CASADO;DISTRITO CAPITAL;BOGOTA D.C.;-74.02332121;4.75454932;
O24464;M;29;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.04647815;4.6742375;6
M24465;M;38;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.17991475;4.58873125;1
A24466;M;37;Medio;UNION LIBRE;DISTRITO CAPITAL;BOGOTA D.C.;-74.18943258;4.64170823;0
Z24467;M;69;Medio;SOLTERO;;;;;
J24468;F;26;Joven;SIN INFORMACION;;;;;
K24469;F;43;Medio;SIN INFORMACION;;;;;
U24470;M;59;Básico;SIN INFORMACION;;;;;
M24471;F;28;Joven;SIN INFORMACION;;;;;
B24472;F;36;Básico;SOLTERO;CUNDINAMARCA;SOACHA;-74.2256465;4.5823035;
A24473;F;46;Básico;UNION LIBRE;DISTRITO CAPITAL;BOGOTA D.C.;-74.16668381;4.64900948;
Y24474;F;31;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.082677;4.66656099;4
C24475;F;27;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.16656078;4.60439888;0
P24476;F;53;Alto;SEPARADO;DISTRITO CAPITAL;BOGOTA D.C.;-74.04989032;4.69883227;6
H24477;M;58;Básico;SIN INFORMACION;;;;;
Z24478;F;33;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.06219498;4.71641707;3
R24479;M;36;Básico;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.16872088;4.62826462;2
L24480;M;20;Joven;SIN INFORMACION;;;;;
M24481;F;26;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.1091426;4.55983887;2
O13388;M;20;Medio;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.15658544;4.66745572;2
X24482;M;24;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.06984941;4.59951632;2
P24483;M;47;Medio;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.0953858;4.73813447;3
H24484;M;22;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.10471908;4.58121186;3
W24485;M;30;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.14193531;4.64601471;
R24486;M;42;Medio;SIN INFORMACION;CUNDINAMARCA;FUNZA;-74.19994224;4.71995382;0
F24487;F;50;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.12884879;4.7078547;2
I24488;M;50;Básico;SIN INFORMACION;;;;;
D24489;F;44;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.10295905;4.70508903;3
O24490;M;30;Básico;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.14221378;4.64509824;3
M24491;F;51;Básico;CASADO;DISTRITO CAPITAL;BOGOTA D.C.;-74.08287564;4.67212504;3
A24492;M;24;Básico;SIN INFORMACION;;;;;
Z24493;M;33;Básico;SIN INFORMACION;CUNDINAMARCA;SOACHA;-74.19112746;4.57869476;1
J24494;F;28;Joven;SIN INFORMACION;DISTRITO CAPITAL;BOGOTA D.C.;-74.1445123;4.67587961;3
K24495;F;27;Joven;SOLTERO;DISTRITO CAPITAL;BOGOTA D.C.;-74.07275394;4.69292211;4
