IdPersona|IdEmpresa|Categoria|Piramide1|Piramide2
M19073|9525bea49ebbb7eff54757b03aec720ea0d81e7c292be355b151dd253c2f9d38|A|4 Micro|4.1 Estándar
X19074|1dcc8525ff0e1e95c0a18b8214b4f79d1a94917633d0f38e415f5fad0aad956a|B|3 Empresas Pymes|3.1 VIP
P19075|956c2ef03c040c51322352b213a2626146423546de89e6695ca2c62b1fdece0f|A|3 Empresas Pymes|3.2 VIP Estándar
H19076|63e7ff55963727b305217aa2a9aa47a551e5b471127024b5bdc7720f142147d7|A|3 Empresas Pymes|3.2 VIP Estándar
W19077|e09a7233888f6760a2f4870ecf7a0c10ea116165466ef3dba2a4659311ea929f|A|4 Micro|4.2 Trans. Mas de 100 Trab.
R19078|974ad28a429472a47f40c8f54079d3420b74710f66e89cf83343517b0cdcb267|C|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
F19079|0aab6814d1db9ab09756b395cc6b2bc3d1c02628e8577190768a7207c5cfc343|A|4 Micro|4.5 Transaccional
I19080|cb2a8eafc9d0418f46c793ee4455f2a6d4d1e33b90fe1457ad68831992b20b8a|A|2 Emp Medio|2.1 Gold
D19081|7b0be06c010f883a402964e09914b13e6a790c10490324a0d3757bae8e273222|A|3 Empresas Pymes|3.1 VIP
O19082|f6688b766e9e8b11b0e60657a39faf888905219980e10d2f341e43996222f169|A|4 Micro|4.2 Trans. Mas de 100 Trab.
M19083|cf3673eda7f7b018da5082575b9d8fda1260704a6ed75992a2a523fc2d3bbacd|A|3 Empresas Pymes|3.1 VIP
A19084|8046050267b106f6e254ef6ac95aff3675bb1b28000aa8e9edd018d4165db14a|B|4 Micro|4.2 Trans. Mas de 100 Trab.
Z19085|54a0ab328cce4803952c7c674e8e335d1a7c01b6614588e86a6e4c6aed731857|A|3 Empresas Pymes|3.1 VIP
J19086|1d2133ae1428609e7b35af7715441856f61d0291022ce7c0fdf622156fd5e799|A|3 Empresas Pymes|3.1 VIP
K19087|5b3a482f86ae58a8f2e59d25c024866ca35c892b706730dc9f07c6aec6f41925|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
U19088|1329391b1de61fb88621dd37320a1797d9cb350257132916ab70a5f0ee4631b9|A|2 Emp Medio|2.2 Silver
M19089|d0be11f0a0901323977ad08d8bc653f07a5cff939f8b35ef9c072c548bae44b0|A|3 Empresas Pymes|3.2 VIP Estándar
B19090|0400da3e7ca843b22184cfcba2fe5016380c16160186ad0880c4a71b9a044ed0|A|3 Empresas Pymes|3.1 VIP
A19091|bd35ffa77f3229ab105651fcd051e571ea3187da394949c80936bff5edc1f8be|C|1 Emp Grandes|1.2 Premium
Y19092|8676db7c6ea4ee92611ac006c5013f6ea8a1a4b0ec42c40a94f85dae8811d769|B|4 Micro|4.5 Transaccional
C19093|566b88a24f65be8d9b057e532ea72814605f0b7c97374bccf62ee4bd60b8fc2a|A|3 Empresas Pymes|3.2 VIP Estándar
P19094|712d60df8e44ace5afdc4c3d9f5413c1aa74ace4034e5062c33df4ab8107f06b|C|3 Empresas Pymes|3.1 VIP
H19095|74b1e7c84c6b18c424aa805d699e6cc2cb1bfbe17eb60112271f73ca227b70f0|A|4 Micro|4.5 Transaccional
Z19096|e3fec367aeca9f97a6e2d678af3541cc18e20fb8636ecc9501c86fd488fa149e|C|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
R19097|78b4b33b97e80e86a0587471d6b91cbcde48ea5060bca893d7d99d6a8df981d7|B|1 Emp Grandes|1.1 Platinum
L19098|fdb29330c869fe559fd5e1a382581211e41788de01939e72689e4b837847169c|A|5 Micro|5.1 Colsubsidio
M19099|37f5de42585abdcaaac01f12f59d0d6d469dd0cb8bc17254aec84b8df42dafa3|A|4 Micro|4.1 Estándar
X19100|e886b5be5beb409c71ac62651e9e1ea872995dfee10004a27c6c93c1bf70afeb|A|3 Empresas Pymes|3.1 VIP
P19101|5c679a8f16e0f868a378cab16363d5cc89869bf67615aade5c39ec706e2fdff0|A|3 Empresas Pymes|3.1 VIP
H19102|fe0d1b1f6bf644fe5f88cd6a742d804660f6e4bcb722af2fd0559371d2cdfede|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
W19103|1b1f58e503706dc32fa1a887bf67923a5db92ec16badc0a05ac72714bb969ebf|B|1 Emp Grandes|1.1 Platinum
R19104|3e7a4dc5e8a5a99e8e80168742be6d1d307c0ce599ab72b13970bdc24ae9efc3|B|2 Emp Medio|2.2 Silver
F19105|ebd3cc5d4323eff100b53d23558a6456e605c464e58b3dcf1f96da0d6bb341d9|A|4 Micro|4.5 Transaccional
I19106|4eb627966c0abad8b0d217abdb09d632dff7eb20c12dffe80716294e918c32b0|A|3 Empresas Pymes|3.1 VIP
D19107|cb4b63a06180c8cb0a97c63886d6602d005e608f65f34b79555e994dcbfe411a|A|4 Micro|4.5 Transaccional
O19108|0a55dd5c6d271d028a6979018a4b28ea3f493c8f29e2c63aa33c2a2a2bd6ad9f|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
M19109|f2b143a283435e414d1b60ca620b687c9d97876be576842b9b4153a2394b7fe2|A|4 Micro|4.2 Trans. Mas de 100 Trab.
A19110|d91612c28306f4e164eb3ecf83ddf46aa410f21b7cd3b82acdc9e72bf3aadf44|A|2 Emp Medio|2.1 Gold
Z19111|fe52e8dbd786ad6d47f1281145f7265d0b566f6f2ceead7e22a3014527516f64|A|4 Micro|4.5 Transaccional
J19112|322fbb0da87edff6eff4bb670f55f448018669b812b997e9ae7b4a1d829b0b33|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
K19113|054d316adccf600f55612950f80950c9d24cfa95d3976edb582f884f69dee108|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
U19114|a35b7efa6a43f3f0e524ae73d65eb418fa281ab11e284a420aa6005580349b17|A|4 Micro|4.5 Transaccional
M19115|b56a4214eb9d744b90d7f81b4cab3c25ad9aa85cc7c55ebd02b311b59370dea2|B|1 Emp Grandes|1.2 Premium
B19116|90fa3e08295df327d59554e28f0b3112d5134410ee167f784b0006e4593340ad|C|2 Emp Medio|2.1 Gold
A19117|2c811409fb7d1c1bedb68d85b18cbfcf563374f390816b44d5722e89bc10da39|C|2 Emp Medio|2.1 Gold
Y19118|845a525646f6f69fcea161e31303ac82a4b42a117f9b73478f6a8974fe691c65|A|1 Emp Grandes|1.2 Premium
C19119|21c4b4f6a32e6ea41cccb00a240c9c51f2758711aa24afa294d87fc1c0c26086|A|2 Emp Medio|2.1 Gold
P19120|df59b0c25dddb4880f6f86886e0977920b690dcfea72d4c42346e34a751863f1|B|4 Micro|4.1 Estándar
H19121|46cff04dbe42d69b9421ffeebeb2f1b6343ffde77054b1733460131418630321|B|4 Micro|4.2 Trans. Mas de 100 Trab.
Z19122|2eefff132b6880ec20c648b931ea7e549bd713bcfe84004d260fed18310e2e69|A|4 Micro|4.5 Transaccional
R19123|c9f3968acc32b341fd674abbd2a0f8b63733dc4dac3ef80fca2565ae423d918b|B|3 Empresas Pymes|3.1 VIP
L19124|8ac8602ebf6b8aefb521765969678d6c2ce7b7419d012dd50c92160c1139ea40|A|3 Empresas Pymes|3.1 VIP
M19125|a26ea2e5ca767c33310c182fe3a3b716e71158de6b94df4d0209d0ab2183e81c|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
X19126|435d333ec3e8a9225f8bf1ab0dde1e9888fed11079241f8863114afa993f36b6|A|3 Empresas Pymes|3.1 VIP
P19127|92ab69a95bd92f2462bb28de30f11ccbea81de9803f4df74151a2ffedad8e85b|C|3 Empresas Pymes|3.2 VIP Estándar
H19128|0a890c0010eb0a30010bda90d107fce310068e43013341b9454ea5eb54328c50|B|2 Emp Medio|2.1 Gold
W19129|ea498ba60b43303a4bba779f6393139cf01c092b11e4cf838a83b8d293ea6e0a|A|4 Micro|4.5 Transaccional
R19130|0fe15ad3b3d8a6ddca45428557c5e5a35bbab10949d6309bf1561387e6c65636|A|2 Emp Medio|2.1 Gold
F19131|c3a3722fec711bf57d2a48b90a1869d8a50ee4df4c3561cdf1e707832afb8827|A|4 Micro|4.4 Trans.Natural Ent. 11 a 99 Trab.
I19132|7e4d010d10e350bb6eb57771f46d674e075d2f439805a2c313d86c9700323dbc|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
D19133|799f388ae9e9de6444c4efffaebb4b9635c92cea7e5f062d044bdeeade2452b7|A|4 Micro|4.1 Estándar
O19134|1e5a56567b9048626b68683c9bc6a9fcd6e57b36cd60444e1f47ad2b6e059732|C|4 Micro|4.8 Transaccional - Pensionado
M19135|119ee286cb74b682cd3d9f8770c39402e3a7e44687c28ee9de9e98efe8c3f64c|A|3 Empresas Pymes|3.1 VIP
A19136|f3b36d38afb3583272e7536758d495dae18ce8767e8dd68e1a1aaf1d80aad442|A|1 Emp Grandes|1.2 Premium
Z19137|29ade126a6f587b7415a8c9e4a6ed18b35a43db729033b794e3d33723c442409|A|3 Empresas Pymes|3.1 VIP
J19138|21da8027064f167211fa3c3f2a72bbe7bc84d9003356fb825bdec3f48b7ce1b2|C|4 Micro|4.5 Transaccional
K19139|e1679abf529cd6ca3eb524ab3edf9ba894f52482d7f65247d6a571206cfe1c2c|A|4 Micro|4.1 Estándar
U19140|d5c5240706d4fc392ca0af93f93b8b000e18539630d67fb3f7de97ac33b5461e|A|4 Micro|4.5 Transaccional
M19141|6524d2582ce88e520c267ec215fd13ed623d1475dc0461636d9c5c2a7d70d502|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
B19142|2238e7aa854371e178b51fabcb58e9b5ac5dea2b941f24c7fe8a51516202e8ae|A|3 Empresas Pymes|3.1 VIP
A19143|29ecdc4ec54004f1ec649f618cb62ae06ebc1582fdbd37978003d2ff9cae2b94|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
Y19144|0a140ed3ad10b438ad1f6b5d452569ede33f3639db4ae989c8c695b18899b1fb|A|3 Empresas Pymes|3.1 VIP
C19145|e5bd3435b22739b0605ee23f70b2dde0a9f271e75661316fe6c161b0d6085f6b|A|3 Empresas Pymes|3.2 VIP Estándar
P19146|b54b2090b527f095eded71f1ddbeb4c54bd957e2756595aab0172d2d4afcea6a|A|4 Micro|4.5 Transaccional
H19147|8de894454ec9f7acd2b10f37f8659acb3803bd6c32f0de6ad6571521c200cf2e|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
Z19148|60d03762079a7422b12b9ff3bb25d75feca669b02abc308efb4f3ec64408c0c3|A|4 Micro|4.2 Trans. Mas de 100 Trab.
R19149|c0d486f09e0c045d86fa67855c48fe8885375a4dfa86301f0e61743882f5b54f|C|1 Emp Grandes|1.1 Platinum
L19150|4f8c891faa3b7e0b12b3b3541c55c3729e18fc262c466daff2bff841c26b1a9f|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
M19151|8fe303919b12ed92c4489a2a3763b3befdacf0cce918eb710396e3bfab6956fc|C|1 Emp Grandes|1.1 Platinum
X19152|ae9188f8d6d52499d23ffcd02496737f04aa619dc710d8b0fe266ea6b5f041fb|A|4 Micro|4.1 Estándar
P19153|437a481879ca2e07ff1797b00b06055bb6e2b8f798ca55a7ac30b22f5b55309e|B|2 Emp Medio|2.1 Gold
H19154|a2096cc17e830a151dc27c241fa911968a7b3ab434bece54ad83ea3fdd39ef57|A|4 Micro|4.5 Transaccional
W19155|aca2e737108ee0f2f266bd25d01470005a3589ef4823234c9c41eaf2212e9ee8|A|1 Emp Grandes|1.1 Platinum
R19156|3520d0b5f35695968626b0304eca8d693e5546f4a940225231f8e50a9d7a9507|C|5 Micro|5.1 Colsubsidio
F19157|a6c0198adeecbbec93b2e49992c6eb241f0e80376b7d115015eec3111067bfa7|A|1 Emp Grandes|1.2 Premium
I19158|3fda4f4b32f9328812ea9e61d75c5bc467378c5b16ce972f4b123f7fee298ace|B|4 Micro|4.1 Estándar
D19159|e886e34b72277ecb6d9c3e5675ab9f2153438a936e6f91c4a158711083bdd36e|A|2 Emp Medio|2.2 Silver
O19160|a697cf0e4b52bd47931dba77fe597bcc32b9d70b2b1a9a862b3ee52146cf2325|A|1 Emp Grandes|1.1 Platinum
M19161|11a84c3f5a74efe58eb137ff8acea98ad1b5e63faf001ca0b0e78b03e0022996|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
A19162|31d95ed35667a30b13b82e198964a38c5f377c43e57fa73b11bebf5275c5b7cc|A|3 Empresas Pymes|3.2 VIP Estándar
Z19163|baf8158c895a9e748e2fdf689f3f788d845acc26a58540ef72a767bfeca7675e|C|1 Emp Grandes|1.1 Platinum
J19164|7342880ff34c2cbe61ebbad8255203865c760e6b19ce2a65aafe985541864bab|B|3 Empresas Pymes|3.2 VIP Estándar
K19165|11c6567374d2ab01d9f71fbcd0d2ea9c77a1778b856f2e238e3a1a14947138c1|B|1 Emp Grandes|1.1 Platinum
U19166|582a8ecd0ca9c78a65f718cf03f68cacac6f5033bd76db24ac0e88cc8df2e759|A|3 Empresas Pymes|3.2 VIP Estándar
M19167|3141e16d1c99a6a90c9c0dbdad50cc198626dbcbd9aa0ec152c9f1b85185b472|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
B19168|61b77b653bb0d9597c56048fe2d9985e9b3c30c755bd95d448130b4206b351d1|B|3 Empresas Pymes|3.1 VIP
A19169|c89b50d89ba404dbd7666b57f34977368e024797d94b49537deeaedce1ed3057|A|4 Micro|4.5 Transaccional
Y19170|226a00816a8bbbd1f3d1802212beebb5021bd6343af84f68d4cc41edf546719c|A|2 Emp Medio|2.2 Silver
C19171|b2c4dc9abd9ebff2d4cc968c0e4949301faf699f23f8c7ed810dddbefa70604e|C|1 Emp Grandes|1.2 Premium
P19172|33318a2940bee6fe0fb13d02d69bfa2c29e53ec6fc7f690bc3bc5b0675d5a0f1|A|3 Empresas Pymes|3.2 VIP Estándar
H19173|7494c203435d03d73d33321634bc6baf3ea17921ee221389f00d078cf8ac11fc|A|2 Emp Medio|2.1 Gold
Z19174|c1e92fc38c0ecb5e228e30f991320b5a0ce99a8b01eb2dedb1726c2226ed6fbc|A|4 Micro|4.7 Transaccional - Independiente
R19175|29b55924a8e0affb40685287f1dd8ca17b187383cc39c56869904409c9415124|A|1 Emp Grandes|1.2 Premium
L19176|2ea967de0c5aaa17f4d4d3d7961201762bb382b860bf0e49c1ba66b00cd45530|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
M19177|67e7d2e1b17eaaf3d88ad2bfd04261bb799f0f19bcfd32ebb35d2a0ba24ce156|C|2 Emp Medio|2.1 Gold
X19178|e6534dc4f40f7748a7517486fa93e3479d0f09241f5aeefea813bec019c33bb4|A|3 Empresas Pymes|3.2 VIP Estándar
P19179|10994788fe64b6c547ec418c01b2743ac4fa2bab31d5b5d9d2aecc4cdc5cc958|B|1 Emp Grandes|1.1 Platinum
H19180|fae077e4bbb8540f0245e42251c31fa07dd686a456fc572ee8dc052794b24bd8|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
W19181|11b456f9c5e4586f59e384e1aab1e2c5300e0fe9b8aec22dbd4fb2e6ead9a633|A|2 Emp Medio|2.2 Silver
R19182|a20e68b3412522c99ee34a64d91c645a3cc86301b5083a6915d45b84ef9b3828|A|2 Emp Medio|2.1 Gold
F19183|3d02f51eb64165bc2da82b9df13282fb8196da218a71939585dbd394059d8706|B|4 Micro|4.5 Transaccional
I19184|a143400e5d478ec9fb749b99884c6b85813927af44c97c72017d5919f32b4f22|B|1 Emp Grandes|1.2 Premium
D19185|8f8bd7639eb43c1f23279b41a2751875d858fb82dfc6d657e336aa542e8607d7|B|2 Emp Medio|2.1 Gold
O19186|82487377e766496df26249666c035b7968bfd2bbec8043039f82978142188036|A|2 Emp Medio|2.1 Gold
M19187|efe1c726abab43fb4bcb7a268a7b4c695304d4fcb7e66c9701919a02c2627af6|A|2 Emp Medio|2.2 Silver
A19188|d7781e5d4ff81cf28af8d307b0d8ed10beca21241cd7719717a1d9bf9a2b63dc|A|4 Micro|4.1 Estándar
Z19189|513cecfa49280bf0cf4266d1622ac8cd6111f9d2eb21035e72711467213209cb|A|4 Micro|4.7 Transaccional - Independiente
J19190|2e5751f7fa617b68b28341eb396aa51ca601cbc1e4d29b7316432ca259845672|A|4 Micro|4.5 Transaccional
K19191|093242aad85bdb843b23a70c563286f4971e09627843858e52724e360b2f6a70|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
U19192|bd0d18245e0de9f14715744696d367922604e04ccf42a332f713ce920987cc84|B|2 Emp Medio|2.1 Gold
M19193|86d518ae8dbcc8d0ccdb4c3a76d292b6c2e0d0e621bc2d46a542dccf343edd50|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
B19194|6e12d2ac0ee13b91d7604a9328454c47c9bf9d81e6b3a7e358cea0b0a0b8fb2a|A|4 Micro|4.5 Transaccional
A19195|c7826355b4c72b6a5dbccf9f25c9226d6573ebbfdb024f4794817d079c63851f|A|2 Emp Medio|2.2 Silver
Y19196|dcb2c063c5b29ebf415b13fd21117e65e25b2925dbbff27f5235820f6f51edc2|A|3 Empresas Pymes|3.1 VIP
C19197|9b3d526318bf3fe9f76731f47a9b3f460a2cc81b847d48e5e1091347aab6e273|A|3 Empresas Pymes|3.2 VIP Estándar
P19198|86c2d674a5d24b81c45731d5651d0e2115b6716d2bfa83ea096bbb0bc1849876|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
H19199|c5575ae52022316e1a13389af84a01e0c6f80e1d6fd2ca52cc3152f2851bd494|B|3 Empresas Pymes|3.2 VIP Estándar
Z19200|4e5558d9ea72b6c7a62c7c756a1bb4e425f471613c3678bd8dc89cd2500cdaa7|A|2 Emp Medio|2.2 Silver
R19201|e7a1c5488bf7e1fa9a77da8c2c7ddf856d8a0e09b8c4d5c7a01ee6a88f23a292|A|3 Empresas Pymes|3.2 VIP Estándar
L19202|ea6ec6921e562e25d12a5d90cbfff68cc10e82e3ac68d3ad5cadd16648c59196|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
M19203|40dd6db495cdfcb7d0ea4299e77f7df6a38a11eb2bff495018aebb550c72fb82|A|4 Micro|4.1 Estándar
X19204|7f6c4e0825e3558074969db6e6097bb68fad45ecc28632cdef70a096b3dbfd6c|C|2 Emp Medio|2.2 Silver
P19205|2322bcaae0aff1fa13a2ad3dbce2ed3c96328737b03615ffc26c164d82cf1ab6|B|2 Emp Medio|2.2 Silver
H19206|11ae961a83a77b40349f993c1783b015692e9efda9f6e6fd9570b2f82fd54be3|A|1 Emp Grandes|1.2 Premium
W19207|fa1fbf97b7c104cabb079aa7b5023bc39a664d312f46a9af286f32ad086a9bc3|A|3 Empresas Pymes|3.1 VIP
R19208|4a4e0c05d29afb754003f1fb4b3a902708a4a88e59b126626f102250c61d66b3|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
F19209|cc6c1481fb2ab91fa130880e4c4f3a2a23fbf721c1a8673f02763118bde33277|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
I19210|8355066ba1a631c380d959ad7a4c8019100aecc24d073f59da1a42af76abe09d|A|3 Empresas Pymes|3.1 VIP
D19211|df7de50a7cc039cbe6d0c7bb66cc95d4da863ec62625a24b025150b7ebc3a2a7|A|4 Micro|4.8 Transaccional - Pensionado
O19212|32bd93db1b3efb35fa5d8fa7e6f75557a1de6ba0d0cd42786e688384bb9c209a|A|1 Emp Grandes|1.1 Platinum
M19213|5fe79cf370786206dab77989f7ba7b5688affdb4eec431ed7cf76e5ef910bf34|A|4 Micro|4.5 Transaccional
A19214|ae3b9d564171f942444440b1725520bfa3fba0ebe3e6b7e50310b8de16ad7f73|A|4 Micro|4.1 Estándar
Z19215|404a3f9d9836f8b855a5f87edb60fc592c73335c295631e663b1cf85d1ea00f4|A|4 Micro|4.2 Trans. Mas de 100 Trab.
J19216|ec852c11cadcb64b7eecfc54954db14be9cfdf6099a25dd2a19dc2210acae262|A|3 Empresas Pymes|3.1 VIP
K19217|98ec53be1b03240dbc838d37c6d812f88904ecfa4a1437b1964daad23da2b399|B|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
U19218|6a570a5c36b09a700c189e9cbad49962304ef762de056882dbbcf2085752efbe|A|2 Emp Medio|2.1 Gold
M19219|7b85c0451a7c34b85d1812838f9425737f1cc199a9fb7c0019125f0053befdcd|A|3 Empresas Pymes|3.1 VIP
B19220|2c70bf3b7d55a696eb19f257b5d1a1d3b98126a235e8aeac0ca83ef3b052918a|A|4 Micro|4.5 Transaccional
A19221|54be72105ca26838ba0bf40ed73453fe0745cb78b29b6980a82cb281191ca5d5|B|1 Emp Grandes|1.1 Platinum
Y19222|5a6c24bf77c7986847abfb94f16fb7f24303cc2057b853189cd294f40ee50daf|A|4 Micro|4.2 Trans. Mas de 100 Trab.
C19223|c98cbfbaf2dff1d9372718cb8da7dedfaf0e0ccc0056c3c601fe4909cf258be7|A|3 Empresas Pymes|3.2 VIP Estándar
P19224|43677a6f47e5e8dceddac0db3cb34859cada30b7a056a99a0c4912026e90036d|A|4 Micro|4.1 Estándar
H19225|7fcefd23add976735eee5e931e1babb709cb80ac151cb0406139ec38d82961ad|B|3 Empresas Pymes|3.2 VIP Estándar
Z19226|dfd5c621a1dc9b26f30f4693777910b49590ba35712f43cba3c471068cd57643|A|4 Micro|4.5 Transaccional
R19227|d079dad93e02d99e4a99acfa44c41aebf0da69ec52a014dcaa219b33dc9e8e4a|A|2 Emp Medio|2.2 Silver
L19228|b17fa66f9ea781281df46e352635d3ece90e89b2b7c0e2199aebc1bc0aaffb0d|A|4 Micro|4.5 Transaccional
M19229|9ca49adf9fc74da16c14ad40d096baaaf3a542efa9eb914695ff58e77c6e65de|A|4 Micro|4.1 Estándar
X19230|ce9f1ee70d74b70b46ff33811fe3fbd746301205dd7f24e6206b4c474e091a7c|C|2 Emp Medio|2.1 Gold
P19231|20298536b05eb70175eede59197be5f8b8b2ae7d72a32c562831c7513b43080a|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
H19232|830cc7b524562a2f989cd7535c0b6c1151bd4eec1be5d39cd2da5fdfc4bc7089|A|2 Emp Medio|2.2 Silver
W19233|b3c2e2ac778a77e8e72da2312ad7e523813733fb0863e926124c35ce1846bd77|A|2 Emp Medio|2.2 Silver
R19234|aba275ebbafa9a0564ec8dbd03c0541f589c205a208ff29e3e5b9f81c42e174e|A|4 Micro|4.5 Transaccional
F19235|cc631dd9ebcdba7f37bcb0e82d8d43499c41263af198c9db51b0db2bdf76f570|C|3 Empresas Pymes|3.2 VIP Estándar
I19236|e957de4e3094ae86625a0a373007e546352419accde077a254af8c6d6487fa45|A|3 Empresas Pymes|3.1 VIP
D19237|5e113b69693b358695c09b0e540bc2d6e19a915b7b43ec280902c5cecb3dc753|A|4 Micro|4.1 Estándar
O19238|42c3689e7ba4974ac6e1ed856701a6f8af8e3146848b40a80869c4b49a001322|A|1 Emp Grandes|1.2 Premium
M19239|4df7503e2f805671b650d0e51a82cd272db12a8b09a45bbbdef9abe72c7b52ba|A|4 Micro|4.2 Trans. Mas de 100 Trab.
A19240|e1da7a6a5675a8e6c898f6e0a610e9c598ce5ff8318ba452e746b357688ec47a|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
Z19241|dbb6009dcb0da0df0acc7b7358b8fb4ed5eb141da81acaa53f889ed48bb2ac8f|A|4 Micro|4.2 Trans. Mas de 100 Trab.
J19242|46b41d6376c23df96615db7386f99a0e25ceb4cbc077b7ac76c2aab8b51d2cc5|A|4 Micro|4.4 Trans.Natural Ent. 11 a 99 Trab.
K19243|b4a0ae38eaf06a6ed85233a9753a4e8c1ecbf02e555f6303f200ac81dea901e8|A|3 Empresas Pymes|3.1 VIP
U19244|d88c23a91445082ac01d3f221fa1d2be443d5b8165833efb9af6576e9ae6f91a|B|1 Emp Grandes|1.2 Premium
M19245|8e5165cd751c88cf20b8f95d2f5d7bf1f7d8ca4b79183ff7c58ad373abae6133|A|3 Empresas Pymes|3.1 VIP
B19246|acea2ef0e04097a8e9b9ebb2b4c57648d8454c2f7e1206f0c7f4b89652e6a328|A|4 Micro|4.1 Estándar
A19247|d90e5ca4b29bf64c67dffcde9cd5204e5c3d23998ae5f4767db5961a32a99218|C|1 Emp Grandes|1.2 Premium
Y19248|d5a95fac70ab3c15352fea1a8f94616cfe822227ff1d4dc8454e8ff533bcc8a8|B|3 Empresas Pymes|3.2 VIP Estándar
C19249|8ffed14b8735c9b5318681b12d8f2174b3196479ab5c15fe98ed0e1746cc578d|A|3 Empresas Pymes|3.1 VIP
P19250|21f711a80dcffbe7ca62b2dd7fb48239f568da3c3ed2eeb5a471a1a192e9a209|C|3 Empresas Pymes|3.2 VIP Estándar
H19251|ec1d15d6c5d6a369ea2523e381a63968cfb436232be276b796a807688d3508b9|A|3 Empresas Pymes|3.1 VIP
Z19252|2be5c2a4e7feb57d2e3eb4d59de0956d4aecfa2d856c688b8d694f457cf56068|C|2 Emp Medio|2.1 Gold
R19253|d0e3fbcc487bb1ef70965293594ac4db5ab0099b76f6496883b73f3efa412bf7|A|2 Emp Medio|2.1 Gold
L19254|1772c14f59b4b0056572692bcfdd841205a605e7f2cbda66715abec35dd17d51|C|2 Emp Medio|2.2 Silver
M19255|f7a72da78be0fcb3d7cae2c64ac7e989e0543dbe593d0c91220144fcbfd46c12|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
X19256|7a5127a98d888970a1f6b15283ef580427b9fbecabb5f53a51185439f5490b06|A|4 Micro|4.5 Transaccional
P19257|49dec37dea552192e601c510b373e60c02c207436592424d7cb4d4998cd8507a|A|3 Empresas Pymes|3.1 VIP
H19258|783cc3bf73d68b8a442d1fbc780157c8f097b3cd1c6e39fa70b5e51722756f37|B|2 Emp Medio|2.1 Gold
W19259|41489829d4387c1ce9db25ca07501ebfe59620940dc9736d06a3b0da79a9457c|A|3 Empresas Pymes|3.2 VIP Estándar
R19260|b0cab19eff130c820d8a3432bfeec6fdc7ab8217b00fc90fad9896b28c944b27|C|2 Emp Medio|2.1 Gold
F19261|2d3617d70f9f3d9d9df1a467ae783af8acfd63bbd247287a48525b03af30814b|A|4 Micro|4.3 Trans.Juridica Ent. 11 a 99 Trab.
I19262|842d0a3ac07c47f88aac169ef55f3585488e5ea05cfc7c794d3ba97652ee3b0e|A|1 Emp Grandes|1.2 Premium
D19263|2883f98a5fd77f75da63f0b84914b3940fdd3453f387339b2a66701a01f584bc|B|3 Empresas Pymes|3.2 VIP Estándar
O19264|eaac9a1fe58a84fee0034a9356a22b382553087df17d4dc08054511b49e79026|A|3 Empresas Pymes|3.2 VIP Estándar
M19265|5a8a89d3579174f154ac77b1d1c65b9dac4f478acac364dfde0e58c97b8a08ba|A|5 Micro|5.1 Colsubsidio
A19266|1be2e728658abffe94e1cf7631c1c501557735a3f6100e93ef1764ce92a5c717|B|3 Empresas Pymes|3.2 VIP Estándar
Z19267|8b9f459b18c7f35207b406941587ac40ea3760096a4707daf3229ae3ef806299|B|4 Micro|4.5 Transaccional
J19268|4d113aa9503a1c49edd79d0f1bb4c5bb1664231e8a7cb5ddaafc2df0a9555226|A|3 Empresas Pymes|3.1 VIP
K19269|b30f57e46d7987ad943d1ab9fda21bbbaaaf4c6fb19767518aac7b6cc2c69e3c|A|1 Emp Grandes|1.2 Premium
U19270|34bb07ddc79c674fade6b97fd7bb9e3f6276706326e79c212f89b1bc2ef75efe|A|4 Micro|4.1 Estándar
